HUE-MEAN,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,CLASS
-2.3348312,73.0,31.0,9,0.0,0.0,0.555556,0.4554202,0.8888893,0.34426534,126.85185,115.55556,143.11111,121.888885,-33.88889,48.77778,-14.888889,143.11111,0.19245563,class2
-2.3433814,224.0,34.0,9,0.0,0.0,1.3333321,0.9660913,1.0000013,0.63245475,123.22222,111.44444,140.0,118.22222,-35.333332,50.333332,-15.0,140.0,0.20392033,class2
-2.36518,37.0,25.0,9,0.0,0.0,1.3333321,0.73029673,0.9999962,0.76011676,126.03704,114.333336,142.22223,121.55556,-35.11111,48.555557,-13.444445,142.22223,0.19609308,class2
-2.348006,228.0,20.0,9,0.0,0.0,1.0555547,0.49065518,0.8333333,0.7527733,125.0,114.0,140.55556,120.44444,-33.0,46.666668,-13.666667,140.55556,0.18889166,class2
-2.3304648,16.0,51.0,9,0.0,0.0,0.7222226,0.44305405,0.8333346,0.7226493,122.96296,110.666664,140.77779,117.44444,-36.88889,53.444443,-16.555555,140.77779,0.21381323,class2
-2.3053098,120.0,51.0,9,0.0,0.0,1.0555547,0.7123238,2.0555534,0.742867,124.40741,113.22222,141.11111,118.888885,-33.555557,50.11111,-16.555555,141.11111,0.19756877,class2
-2.3480024,44.0,33.0,9,0.0,0.0,1.1666641,0.9368973,1.0555534,0.8541826,125.888885,114.666664,141.77779,121.22222,-33.666668,47.666668,-14.0,141.77779,0.19121477,class2
-2.3593597,1.0,45.0,9,0.0,0.0,0.88889056,0.45542085,1.1111132,0.45541877,122.85185,110.55556,140.0,118.0,-36.88889,51.444443,-14.555555,140.0,0.21017425,class2
-2.3123052,247.0,50.0,9,0.0,0.0,0.44444275,0.27216637,0.7777786,0.34426397,121.18519,109.22222,138.88889,115.44444,-35.88889,53.11111,-17.222221,138.88889,0.21353829,class2
-2.2999177,202.0,41.0,9,0.0,0.0,0.9444478,0.7722018,1.111112,1.0255967,123.03704,111.888885,139.77779,117.44444,-33.444443,50.22222,-16.777779,139.77779,0.19934683,class2
-2.3932705,83.0,53.0,9,0.0,0.0,0.5555547,0.4554187,0.7222226,0.4906516,123.44444,112.333336,138.22223,119.77778,-33.333332,44.333332,-11.0,138.22223,0.18721664,class2
-2.2948995,159.0,40.0,9,0.0,0.0,0.8888893,0.6206305,0.555556,0.17213097,125.14815,114.22222,141.66667,119.55556,-32.77778,49.555557,-16.777779,141.66667,0.19366461,class2
-2.3280342,126.0,20.0,9,0.0,0.0,0.99999744,1.1925684,1.1666654,1.1498771,126.55556,115.666664,142.33334,121.666664,-32.666668,47.333332,-14.666667,142.33334,0.18729347,class2
-2.323173,174.0,59.0,9,0.0,0.0,0.8333346,0.34960264,1.3333334,0.8165003,122.03704,110.55556,138.77779,116.77778,-34.444443,50.22222,-15.777778,138.77779,0.20332612,class2
-2.3572717,143.0,34.0,9,0.0,0.0,1.0555547,0.9289564,1.388888,0.8798136,125.48148,113.666664,142.0,120.77778,-35.444443,49.555557,-14.111111,142.0,0.19951604,class2
-2.333746,67.0,32.0,9,0.0,0.0,0.944444,1.0628421,1.7777786,1.3109215,126.22222,115.111115,142.22223,121.333336,-33.333332,48.0,-14.666667,142.22223,0.19062504,class2
-2.3256788,221.0,50.0,9,0.0,0.0,0.44444528,0.5443321,1.4444441,0.6885326,122.07407,109.888885,139.77779,116.55556,-36.555557,53.11111,-16.555555,139.77779,0.21380861,class2
-2.2882798,50.0,50.0,9,0.0,0.0,0.7777774,0.6554623,0.7777799,0.50185025,124.111115,113.111115,140.88889,118.333336,-33.0,50.333332,-17.333334,140.88889,0.19716202,class2
-2.3562624,245.0,23.0,9,0.0,0.0,0.6666667,0.36514837,1.1666654,1.224743,123.0,111.0,139.77779,118.22222,-36.0,50.333332,-14.333333,139.77779,0.20590083,class2
-2.2808032,230.0,41.0,9,0.0,0.0,0.88889056,0.6885295,1.8888893,1.2412663,121.48148,110.22222,138.88889,115.333336,-33.77778,52.22222,-18.444445,138.88889,0.2063918,class2
-2.3653848,58.0,58.0,9,0.0,0.0,0.555556,0.40368605,0.88889056,0.8606633,123.0,112.55556,137.44444,119.0,-31.333334,43.333332,-12.0,137.44444,0.1809723,class2
-2.3642159,238.0,59.0,9,0.0,0.0,0.8333346,0.45946616,1.0555559,0.68041223,121.703705,109.22222,139.0,116.888885,-37.444443,51.88889,-14.444445,139.0,0.21420376,class2
-2.3521838,17.0,18.0,9,0.0,0.0,1.2222214,1.2938598,1.2777773,1.2546203,125.62963,114.0,142.0,120.888885,-34.88889,49.11111,-14.222222,142.0,0.1971055,class2
-2.368498,82.0,51.0,9,0.0,0.0,0.6111107,0.44305146,0.6111107,0.74286705,123.18519,111.77778,138.88889,118.888885,-34.22222,47.11111,-12.888889,138.88889,0.19520037,class2
-2.2795098,206.0,30.0,9,0.0,0.0,0.7777774,0.50184685,0.83333206,0.54772305,123.333336,112.77778,139.66667,117.55556,-31.666666,49.0,-17.333334,139.66667,0.19250989,class2
-2.3703718,107.0,21.0,9,0.0,0.0,0.66666156,0.51639783,1.1666666,0.4082483,126.77778,115.77778,141.88889,122.666664,-33.0,45.333332,-12.333333,141.88889,0.18402189,class2
-2.322923,118.0,38.0,9,0.0,0.0,0.7777774,0.58372986,0.88888806,1.0680552,124.85185,113.333336,141.66667,119.55556,-34.555557,50.444443,-15.888889,141.66667,0.19997217,class2
-2.35398,186.0,28.0,9,0.0,0.0,0.94444275,0.38968328,1.4444414,1.29386,122.51852,111.0,138.66667,117.888885,-34.555557,48.444443,-13.888889,138.66667,0.19951321,class2
-2.344188,73.0,19.0,9,0.0,0.0,0.9444453,0.38968116,0.94444275,0.68041587,127.51852,116.55556,143.11111,122.888885,-32.88889,46.77778,-13.888889,143.11111,0.1855386,class2
-2.2255366,183.0,78.0,9,0.0,0.0,1.0555573,0.32963154,0.7777786,1.2740806,135.55556,128.66667,147.0,131.0,-20.666666,34.333332,-13.666667,147.0,0.124646865,class2
-2.2645319,181.0,27.0,9,0.0,0.0,0.7222214,0.46296388,0.5,0.25555483,138.07408,132.55556,146.55556,135.11111,-16.555555,25.444445,-8.888889,146.55556,0.09626316,class2
-2.2685292,98.0,41.0,9,0.0,0.0,1.7222265,0.77407277,1.1111145,0.87406844,137.14815,130.66667,147.22223,133.55556,-19.444445,30.222221,-10.777778,147.22223,0.112421244,class2
-2.312874,181.0,87.0,9,0.0,0.0,1.2222239,0.4740691,0.7777786,0.20740585,135.40741,127.888885,146.44444,131.88889,-22.555555,33.11111,-10.555555,146.44444,0.12657078,class2
-2.2146115,7.0,18.0,9,0.0,0.0,1.2777786,0.7296265,0.9444453,0.37407914,138.62962,133.33334,147.55556,135.0,-15.888889,26.777779,-10.888889,147.55556,0.096352234,class2
-2.3095512,173.0,113.0,9,0.0,0.0,0.5,0.3,1.3333334,1.0666667,133.11111,124.666664,145.66667,129.0,-25.333334,37.666668,-12.333333,145.66667,0.14413407,class2
-2.1825674,206.0,26.0,9,0.0,0.0,1.2222189,1.496289,1.8888855,1.4074122,137.03703,131.44444,146.77777,132.88889,-16.777779,29.222221,-12.444445,146.77777,0.105127536,class2
-2.3586016,64.0,19.0,9,0.0,0.0,0.9444453,0.15185343,1.6666718,0.31110966,137.77777,131.55556,146.44444,135.33334,-18.666666,26.0,-7.3333335,146.44444,0.10151485,class2
-2.280755,156.0,32.0,9,0.0,0.0,0.77777356,0.16296418,2.6111095,1.0407379,136.2963,129.77779,146.33334,132.77779,-19.555555,30.11111,-10.555555,146.33334,0.113055356,class2
-2.3284721,184.0,15.0,9,0.0,0.0,0.44444528,0.25185028,0.77777356,0.11851902,140.77777,134.33334,150.11111,137.88889,-19.333334,28.0,-8.666667,150.11111,0.105074264,class2
-2.3462343,180.0,97.0,9,0.0,0.0,0.94444275,0.32963142,1.0,0.6666667,134.37038,126.55556,145.44444,131.11111,-23.444445,33.22222,-9.777778,145.44444,0.12984978,class2
-2.146845,193.0,35.0,9,0.0,0.0,0.27777863,0.28518325,0.7222214,0.28518334,136.48148,131.22223,146.22223,132.0,-15.777778,29.222221,-13.444445,146.22223,0.103336096,class2
-2.1462038,235.0,22.0,9,0.0,0.0,1.1666666,0.3888822,1.0,0.48888424,137.62962,132.11111,147.88889,132.88889,-16.555555,30.777779,-14.222222,147.88889,0.10965454,class2
-2.2307248,240.0,26.0,9,0.0,0.0,1.2222239,1.0074004,0.88888806,0.20741068,136.88889,131.0,146.55556,133.11111,-17.666666,29.0,-11.333333,146.55556,0.10610159,class2
-2.4590404,96.0,115.0,9,0.0,0.0,1.9999999,0.9660915,3.3333333,1.4142128,14.777778,8.444445,22.88889,13.0,-19.0,24.333334,-5.3333335,22.88889,0.6183277,class3
-2.463852,17.0,108.0,9,0.0,0.0,1.2777778,0.64693,1.1666666,0.91287076,1.8518518,0.5555556,3.3333333,1.6666666,-3.8888888,4.4444447,-0.5555556,3.3333333,0.8759259,class3
-2.123254,117.0,137.0,9,0.0,0.0,0.27777776,0.3896817,0.38888887,0.25092417,0.7777778,0.0,2.2222223,0.11111111,-2.3333333,4.3333335,-2.0,2.2222223,1.0,class3
-2.2375617,103.0,125.0,9,0.0,0.0,0.9444445,0.82775915,0.83333343,0.6912146,1.7777778,0.44444445,3.8888888,1.0,-4.0,6.3333335,-2.3333333,3.8888888,0.9238095,class3
-2.3776238,17.0,85.0,9,0.11111111,0.0,0.8888889,0.72008216,1.111111,0.7200825,1.7777778,0.44444445,3.4444444,1.4444444,-4.0,5.0,-1.0,3.4444444,0.912963,class3
-2.0906491,68.0,115.0,9,0.0,0.0,3.3333333,3.1055503,2.722222,2.7921848,26.037037,18.444445,39.0,20.666668,-22.777779,38.88889,-16.11111,39.0,0.5235376,class3
-2.4515712,59.0,141.0,9,0.11111111,0.0,2.3888888,1.540803,2.1666667,1.278019,12.666667,7.888889,18.555555,11.555555,-14.333333,17.666666,-3.3333333,18.555555,0.58577543,class3
-1.6157203,69.0,136.0,9,0.0,0.0,3.1111114,2.8100348,2.777778,3.1669588,19.444445,16.88889,25.777779,15.666667,-7.6666665,19.0,-11.333333,26.666666,0.42529303,class3
-2.0943952,103.0,130.0,9,0.0,0.0,0.33333334,0.0,0.27777776,0.38968173,0.7777778,0.0,2.3333335,0.0,-2.3333333,4.6666665,-2.3333333,2.3333335,1.0,class3
0.0,20.0,117.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,class3
-2.3430035,27.0,134.0,9,0.0,0.0,1.111111,0.9813067,1.6111113,1.0628402,8.703704,3.6666667,15.888889,6.5555553,-15.111111,21.555555,-6.4444447,15.888889,0.772831,class3
-2.3567543,41.0,75.0,9,0.0,0.11111111,15.388889,19.136257,26.611113,31.71359,55.0,47.444443,65.44444,52.11111,-22.666666,31.333334,-8.666667,65.44444,0.29780185,class3
-2.2512536,245.0,73.0,9,0.0,0.0,8.222222,6.2739906,10.722222,7.6809044,46.666668,32.11111,70.111115,37.77778,-43.666668,70.333336,-26.666666,70.111115,0.5490324,class3
-2.1073034,232.0,126.0,9,0.0,0.11111111,2.3888888,11.885187,1.2222223,6.2962966,1.5185186,0.44444445,3.5555556,0.5555556,-3.2222223,6.111111,-2.8888888,3.5555556,0.96581197,class3
-2.123254,228.0,123.0,9,0.0,0.0,0.16666667,0.077777766,0.4444444,0.20740741,0.7037037,0.0,2.0,0.11111111,-2.1111112,3.8888888,-1.7777778,2.0,1.0,class3
-2.0943952,220.0,120.0,9,0.0,0.0,0.38888893,0.062962964,0.38888887,0.062962994,1.0,0.0,3.0,0.0,-3.0,6.0,-3.0,3.0,1.0,class3
-2.3489873,224.0,95.0,9,0.0,0.0,1.2222223,0.47407404,1.0555557,0.7296295,3.5185184,0.8888889,7.2222223,2.4444444,-7.888889,11.111111,-3.2222223,7.2222223,0.88955027,class3
-2.2841873,240.0,75.0,9,0.0,0.0,29.222221,749.76294,10.222221,99.0963,38.037037,29.777779,50.666668,33.666668,-24.777779,37.88889,-13.111111,50.666668,0.46491185,class3
-2.1913822,233.0,97.0,9,0.0,0.0,0.38888887,0.19629626,0.5555555,0.20740739,2.1111112,0.11111111,5.5555553,0.6666667,-6.0,10.333333,-4.3333335,5.5555553,0.984127,class3
-2.1559837,226.0,110.0,9,0.0,0.0,0.33333334,0.08888887,0.49999997,0.2111111,1.6666666,0.11111111,4.4444447,0.44444445,-4.6666665,8.333333,-3.6666667,4.4444447,0.9777778,class3
-2.4818742,227.0,69.0,9,0.0,0.0,3.6111114,45.929623,4.333333,36.400005,11.074074,6.888889,16.0,10.333334,-12.555555,14.777778,-2.2222223,16.0,0.6042809,class3
-2.2695446,235.0,88.0,9,0.0,0.0,0.6111111,0.24074072,0.9444445,0.32962963,2.7777777,0.44444445,6.4444447,1.4444444,-7.0,11.0,-4.0,6.4444447,0.93849206,class3
-2.133095,237.0,106.0,9,0.0,0.0,0.9444444,0.15185204,0.8333333,0.47777775,2.4074075,0.44444445,6.111111,0.6666667,-5.888889,11.111111,-5.2222223,6.111111,0.9404762,class3
-2.2846084,194.0,124.0,9,0.0,0.0,1.4999999,0.43333384,1.388889,0.90740687,2.8148148,1.0,5.5555553,1.8888888,-5.4444447,8.222222,-2.7777777,5.5555553,0.8367725,class3
-2.2054374,197.0,105.0,9,0.0,0.0,3.7222223,15.662961,3.6666663,14.400001,4.148148,1.6666666,8.333334,2.4444444,-7.4444447,12.555555,-5.111111,8.333334,0.88604844,class3
-2.0943952,221.0,111.0,9,0.0,0.0,0.6111111,0.24074069,0.38888887,0.24074073,1.3333334,0.0,4.0,0.0,-4.0,8.0,-4.0,4.0,1.0,class3
-2.2663894,241.0,90.0,9,0.0,0.11111111,5.6666665,23.377783,6.7777786,63.76296,9.0,4.7777777,15.666667,6.5555553,-12.666667,20.0,-7.3333335,15.666667,0.7629189,class3
-2.2166038,217.0,115.0,9,0.0,0.0,1.1666666,0.34444454,0.5555555,0.38518524,1.8888888,0.22222222,4.666667,0.7777778,-5.0,8.333333,-3.3333333,4.666667,0.962963,class3
-2.1732037,234.0,122.0,9,0.0,0.0,1.7222222,7.8407397,1.3888888,7.574073,2.2592592,0.5555556,5.2222223,1.0,-5.111111,8.888889,-3.7777777,5.2222223,0.96031743,class3
-2.3213427,205.0,83.0,9,0.0,0.0,24.555555,688.0741,8.333333,121.24443,23.296297,19.777779,28.555555,21.555555,-10.555555,15.777778,-5.2222223,28.555555,0.5041609,class3
-2.2167206,226.0,72.0,9,0.0,0.0,1.2777778,0.81851846,1.3888888,1.4407405,4.5185184,1.5555556,9.444445,2.5555556,-8.888889,14.777778,-5.888889,9.444445,0.84168977,class3
-2.2257352,228.0,91.0,9,0.0,0.0,0.72222227,0.1962963,1.1111112,0.38518512,2.6296296,0.44444445,6.2222223,1.2222222,-6.5555553,10.777778,-4.2222223,6.2222223,0.9398148,class3
-2.3556414,224.0,73.0,9,0.0,0.0,1.5,1.2777776,2.3333333,1.0666656,5.814815,2.3333335,10.666667,4.4444447,-10.444445,14.555555,-4.111111,10.666667,0.7899301,class3
-2.4180744,59.0,87.0,9,0.0,0.11111111,11.166667,84.87777,13.222221,70.02964,17.11111,12.222222,23.444445,15.666667,-14.666667,19.0,-4.3333335,23.444445,0.65204316,class3
-2.3003678,139.0,128.0,9,0.0,0.0,2.9444444,7.8851867,3.166667,12.433335,5.296296,2.4444444,9.555555,3.8888888,-8.555555,12.777778,-4.2222223,9.555555,0.8047243,class3
-2.0943952,118.0,133.0,9,0.0,0.0,0.22222221,0.029629631,0.22222221,0.029629631,0.7407407,0.0,2.2222223,0.0,-2.2222223,4.4444447,-2.2222223,2.2222223,1.0,class3
-2.4175172,55.0,80.0,9,0.11111111,0.0,1.833333,4.3,1.8333334,1.0999995,7.0740743,2.8888888,12.444445,5.888889,-12.555555,16.11111,-3.5555556,12.444445,0.77528197,class3
-2.5309503,36.0,145.0,9,0.0,0.0,0.2777778,0.19629629,1.2777778,2.0629628,0.8518519,0.33333334,1.4444444,0.7777778,-1.5555556,1.7777778,-0.22222222,1.4444444,0.25185186,class3
-2.3490174,81.0,122.0,9,0.0,0.11111111,7.388889,64.95186,4.8333335,42.255566,6.6296296,3.3333333,11.333333,5.2222223,-9.888889,14.111111,-4.2222223,11.333333,0.8093314,class3
-2.3264554,49.0,95.0,9,0.0,0.0,1.6666665,5.911111,3.0,3.2888885,5.185185,2.2222223,9.444445,3.8888888,-8.888889,12.777778,-3.8888888,9.444445,0.79410774,class3
-2.2859912,95.0,141.0,9,0.0,0.0,0.72222215,0.24074078,0.72222215,0.1518519,1.5555556,0.11111111,3.6666667,0.8888889,-4.3333335,6.3333335,-2.0,3.6666667,0.9777778,class3
-2.275553,55.0,108.0,9,0.0,0.0,6.3888893,22.507414,3.388889,10.107411,8.666667,5.111111,14.111111,6.7777777,-10.666667,16.333334,-5.6666665,14.111111,0.7054819,class3
-2.1595633,18.0,142.0,9,0.0,0.0,0.77777773,0.65185183,0.2777778,0.15185186,0.5555556,0.11111111,1.3333334,0.22222222,-1.3333334,2.3333333,-1.0,1.3333334,0.41666666,class3
-2.2757916,96.0,96.0,9,0.0,0.0,1.0,1.5111109,0.8333333,0.29999986,6.296296,2.6666667,11.888889,4.3333335,-10.888889,16.777779,-5.888889,11.888889,0.7788625,class3
-2.5697682,19.0,145.0,9,0.0,0.0,0.88888884,1.674074,2.111111,4.3851857,2.074074,0.6666667,3.5555556,2.0,-4.2222223,4.4444447,-0.22222222,3.5555556,0.45767197,class3
-2.3548815,41.0,77.0,9,0.11111111,0.0,1.777778,0.6518514,1.611111,1.5740745,5.0,1.2222222,10.222222,3.5555556,-11.333333,15.666667,-4.3333335,10.222222,0.8916084,class3
-2.0943952,60.0,132.0,9,0.0,0.0,0.11111113,0.029629637,0.22222222,0.029629637,0.37037036,0.0,1.1111112,0.0,-1.1111112,2.2222223,-1.1111112,1.1111112,0.8888889,class3
-2.351514,139.0,121.0,9,0.0,0.0,1.0555555,0.41851884,1.1666666,0.83333385,3.7037036,0.7777778,7.7777777,2.5555556,-8.777778,12.222222,-3.4444444,7.7777777,0.9074074,class3
-2.268209,31.0,96.0,9,0.0,0.0,2.3333333,3.6,2.7777777,6.162962,3.7777777,1.0,8.0,2.3333335,-8.333333,12.666667,-4.3333335,8.0,0.90923554,class3
-2.0943952,26.0,137.0,9,0.0,0.0,0.055555563,0.018518524,0.11111113,0.029629637,0.25925925,0.0,0.7777778,0.0,-0.7777778,1.5555556,-0.7777778,0.7777778,0.7777778,class3
-2.3789442,130.0,102.0,9,0.0,0.0,7.277778,73.7963,9.444444,90.91857,14.37037,10.111111,20.222221,12.777778,-12.777778,17.555555,-4.7777777,20.222221,0.5751263,class3
-2.476481,127.0,81.0,9,0.0,0.0,24.33333,442.17786,22.111109,263.09634,42.555557,34.88889,51.77778,41.0,-23.0,27.666666,-4.6666665,51.77778,0.3669463,class3
-2.0943952,74.0,129.0,9,0.0,0.0,0.22222222,0.029629637,0.11111111,0.029629635,0.5185185,0.0,1.5555556,0.0,-1.5555556,3.1111112,-1.5555556,1.5555556,1.0,class3
-2.2729733,75.0,98.0,9,0.0,0.0,3.9444444,45.84074,4.6666665,39.288876,5.5185184,2.3333335,10.444445,3.7777777,-9.555555,14.777778,-5.2222223,10.444445,0.8721458,class3
-2.4674928,39.0,77.0,9,0.11111111,0.0,1.8333334,1.811111,2.388889,0.7740743,7.703704,3.2222223,13.111111,6.7777777,-13.444445,16.222221,-2.7777777,13.111111,0.7620489,class3
-2.3130133,49.0,116.0,9,0.0,0.0,1.3333334,0.31111145,2.111111,1.3185191,3.0,0.8888889,6.0,2.1111112,-6.3333335,9.0,-2.6666667,6.0,0.8755291,class3
-2.3086562,31.0,68.0,9,0.0,0.0,27.944443,203.35188,18.277777,338.64075,47.185184,38.555557,60.11111,42.88889,-25.88889,38.77778,-12.888889,60.11111,0.41303283,class3
-2.0943952,106.0,136.0,9,0.0,0.0,0.3333333,0.17777778,0.38888887,0.1074074,0.7037037,0.11111111,1.8888888,0.11111111,-1.7777778,3.5555556,-1.7777778,1.8888888,0.962963,class3
-2.322295,95.0,95.0,9,0.0,0.0,0.72222227,0.8185186,1.111111,0.25185192,6.4814816,2.3333335,12.555555,4.5555553,-12.444445,18.222221,-5.7777777,12.555555,0.816909,class3
-2.0943952,7.0,134.0,9,0.0,0.0,0.055555563,0.018518524,0.055555556,0.01851852,0.037037037,0.0,0.11111111,0.0,-0.11111111,0.22222222,-0.11111111,0.11111111,0.11111111,class3
-2.2617195,52.0,102.0,9,0.0,0.0,0.72222227,0.50740725,0.8333333,0.5666668,2.8888888,0.6666667,6.3333335,1.6666666,-6.6666665,10.333333,-3.6666667,6.3333335,0.89973545,class3
-2.1394942,72.0,111.0,9,0.0,0.0,0.5,0.3,0.9444444,1.396296,1.2962962,0.0,3.5555556,0.33333334,-3.8888888,6.7777777,-2.8888888,3.5555556,1.0,class3
-2.1175485,87.0,135.0,9,0.0,0.0,0.38888887,0.24074073,0.33333334,0.17777777,0.962963,0.0,2.7777777,0.11111111,-2.8888888,5.4444447,-2.5555556,2.7777777,1.0,class3
-2.3607821,138.0,137.0,9,0.11111111,0.0,1.666667,1.7777779,1.0000001,0.17777735,7.6296296,3.1111112,13.888889,5.888889,-13.555555,18.777779,-5.2222223,13.888889,0.77986646,class3
-2.0943952,96.0,133.0,9,0.0,0.0,0.055555556,0.01851852,0.22222222,0.029629637,0.4814815,0.0,1.4444444,0.0,-1.4444444,2.8888888,-1.4444444,1.4444444,1.0,class3
-2.0943952,108.0,144.0,9,0.0,0.0,0.38888893,0.15185183,0.22222222,0.07407406,0.962963,0.0,2.8888888,0.0,-2.8888888,5.7777777,-2.8888888,2.8888888,1.0,class3
-2.0943952,42.0,138.0,9,0.0,0.0,0.4444445,1.1851856,0.44444445,1.1851853,0.2962963,0.11111111,0.6666667,0.11111111,-0.5555556,1.1111112,-0.5555556,0.6666667,0.09259259,class3
-2.1303394,131.0,125.0,9,0.0,0.0,0.6111111,0.3740741,0.49999997,0.30000004,1.3703704,0.0,3.8888888,0.22222222,-4.111111,7.5555553,-3.4444444,3.8888888,1.0,class3
-2.0572872,6.0,120.0,9,0.0,0.0,0.33333328,0.08888888,0.5,0.077777766,1.1481482,0.22222222,3.0,0.22222222,-2.7777777,5.5555553,-2.7777777,3.0,1.0,class3
-2.0943952,97.0,123.0,9,0.0,0.0,0.38888887,0.01851856,0.16666666,0.077777766,1.1481482,0.0,3.4444444,0.0,-3.4444444,6.888889,-3.4444444,3.4444444,1.0,class3
-2.4445627,21.0,122.0,9,0.0,0.0,0.44444445,0.4036867,0.44444445,0.4036867,0.5555556,0.0,1.2222222,0.44444445,-1.6666666,2.0,-0.33333334,1.2222222,0.5555556,class3
-2.2827444,30.0,91.0,9,0.0,0.0,3.3888886,6.4629617,3.277778,9.040739,6.259259,2.4444444,12.111111,4.2222223,-11.444445,17.555555,-6.111111,12.111111,0.82302064,class3
-2.298085,37.0,120.0,9,0.0,0.0,0.83333325,0.3444444,1.0555556,0.46296284,1.925926,0.22222222,4.4444447,1.1111112,-5.111111,7.5555553,-2.4444444,4.4444447,0.962963,class3
-2.2294934,18.0,87.0,9,0.0,0.0,1.5555555,1.9626132,1.8888887,1.7469552,2.925926,1.2222222,5.6666665,1.8888888,-5.111111,8.222222,-3.1111112,5.6666665,0.86277056,class3
-2.1814387,54.0,138.0,9,0.0,0.0,0.22222221,0.29629624,0.38888893,0.4185185,0.25925925,0.0,0.6666667,0.11111111,-0.7777778,1.2222222,-0.44444445,0.6666667,0.33333334,class3
-2.438409,1.0,81.0,9,0.0,0.0,12.166667,267.45554,9.222222,205.36296,21.333334,14.0,30.555555,19.444445,-22.0,27.666666,-5.6666665,30.555555,0.5952822,class3
-2.186723,54.0,91.0,9,0.0,0.0,1.4444443,1.540741,0.8333333,0.25555572,3.2592592,0.5555556,8.0,1.2222222,-8.111111,14.222222,-6.111111,8.0,0.94481075,class3
-2.1634343,128.0,116.0,9,0.0,0.0,0.77777785,0.6962963,0.8333333,0.9222224,1.962963,0.22222222,5.0,0.6666667,-5.2222223,9.111111,-3.8888888,5.0,0.9702381,class3
-2.267462,140.0,124.0,9,0.0,0.0,1.0,0.44444454,1.1111112,1.0518516,2.5185184,0.22222222,6.111111,1.2222222,-6.888889,10.777778,-3.8888888,6.111111,0.97376543,class3
-2.3206284,16.0,82.0,9,0.0,0.0,4.3333335,41.288895,6.222223,66.65185,8.481482,4.3333335,14.555555,6.5555553,-12.444445,18.222221,-5.7777777,14.555555,0.7428191,class3
-2.4315135,9.0,80.0,9,0.0,0.0,2.9444444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666666,21.88889,-18.88889,24.11111,-5.2222223,31.666666,0.5142537,class3
-2.1692097,17.0,124.0,9,0.0,0.0,1.1666666,0.6111112,1.4444445,0.7851852,1.1481482,0.22222222,2.6666667,0.5555556,-2.7777777,4.5555553,-1.7777778,2.6666667,0.9537037,class3
-2.3306925,2.0,96.0,9,0.0,0.0,3.833333,13.2777815,2.3333333,7.5111103,5.2222223,2.1111112,9.777778,3.7777777,-9.333333,13.666667,-4.3333335,9.777778,0.82478386,class3
-2.388561,6.0,81.0,9,0.0,0.11111111,4.111111,8.740745,5.722223,28.50741,12.481482,7.6666665,18.88889,10.888889,-14.444445,19.222221,-4.7777777,18.88889,0.6281558,class3
-2.0943952,74.0,129.0,9,0.0,0.0,0.22222222,0.029629637,0.11111111,0.029629635,0.5185185,0.0,1.5555556,0.0,-1.5555556,3.1111112,-1.5555556,1.5555556,1.0,class3
-2.3397982,48.0,79.0,9,0.0,0.0,1.7777778,1.8518519,1.1666667,1.3222216,5.4074073,1.7777778,10.555555,3.8888888,-10.888889,15.444445,-4.5555553,10.555555,0.8424523,class3
-2.3866115,132.0,134.0,9,0.0,0.0,2.6666667,3.1555562,1.5,1.5444443,6.185185,2.2222223,11.444445,4.888889,-11.888889,15.777778,-3.8888888,11.444445,0.8339346,class3
-2.5309503,36.0,145.0,9,0.0,0.0,0.2777778,0.19629629,1.2777778,2.0629628,0.8518519,0.33333334,1.4444444,0.7777778,-1.5555556,1.7777778,-0.22222222,1.4444444,0.25185186,class3
-2.0943952,94.0,144.0,9,0.0,0.0,0.44444442,0.118518494,0.49999997,0.1666667,1.1481482,0.0,3.4444444,0.0,-3.4444444,6.888889,-3.4444444,3.4444444,1.0,class3
-2.1643226,18.0,90.0,9,0.0,0.0,1.0555555,0.37407416,0.6666667,0.22222227,2.8148148,0.5555556,6.888889,1.0,-6.7777777,12.222222,-5.4444447,6.888889,0.9261464,class3
-2.189708,10.0,94.0,9,0.0,0.0,0.4444445,0.11851851,0.72222227,0.1962963,2.2592592,0.11111111,6.0,0.6666667,-6.4444447,11.222222,-4.7777777,6.0,0.9861111,class3
-2.3604913,45.0,108.0,9,0.0,0.11111111,25.5,12.795401,27.277779,15.930981,49.814816,41.77778,61.11111,46.555557,-24.11111,33.88889,-9.777778,61.11111,0.35897508,class3
-2.4315135,9.0,80.0,9,0.0,0.0,2.9444444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666666,21.88889,-18.88889,24.11111,-5.2222223,31.666666,0.5142537,class3
-2.3075109,67.0,136.0,9,0.0,0.0,6.722223,3.7083488,2.6666667,3.1972213,15.518518,9.0,25.333334,12.222222,-19.555555,29.444445,-9.888889,25.333334,0.66081303,class3
